time,x,y,z,Vx,Vy,Vz
52380.0,4982414.87016471,2663742.6235401896,6001099.439718233,-4524.481605370617,-1524.0430013217654,4553.765312443487
52390.0,4936993.550697639,2648407.7232681406,6046422.90276358,-4559.7264520700755,-1542.9177979459143,4510.87600185702
52400.0,4891221.460389512,2632884.654120434,6091315.937777128,-4594.635520045268,-1561.676633223139,4467.6800987320785
52410.0,4845101.964625066,2617174.5800035424,6135775.49061036,-4629.207290657837,-1580.3186489435207,4424.179958178995
52420.0,4798638.443949959,2601278.673394491,6179798.5306582665,-4663.440250327155,-1598.8429891889891,4380.377933818982
52430.0,4751834.294021223,2585198.1153184585,6223382.0508453585,-4697.332890325333,-1617.2488002297212,4336.27637796578
52440.0,4704692.925559743,2568934.0953274085,6266523.06761352,-4730.883706575853,-1635.5352304216,4291.877641810731
52450.0,4657217.764304742,2552487.8114797394,6309218.620911717,-4764.09119945594,-1653.7014301051308,4247.1840756113525
52460.0,4609412.250970207,2535860.4703209363,6351465.774187624,-4796.953873602753,-1671.746551505812,4202.1980288833165
52470.0,4561279.841203249,2519053.286865217,6393261.614381171,-4829.470237723512,-1689.6697486353864,4156.92185059545
52480.0,4512824.005544333,2502067.4845781554,6434603.2519200705,-4861.638804409092,-1707.4701771948676,4111.357889368607
52490.0,4464048.229389359,2484904.2953602686,6475487.820717342,-4893.458089951675,-1725.1469944786265,4065.5084936773696
52500.0,4414956.012953546,2467564.9595315573,6515912.4781708745,-4924.926614166197,-1742.6993592798979,4019.3760120551265
52510.0,4365550.871237078,2450050.725816985,6555874.40516505,-4956.042900215389,-1760.1264317975783,3972.9627933025918
52520.0,4315836.333992487,2432362.8513328806,6595370.806074476,-4986.805474438867,-1777.427373544531,3926.271186699283
52530.0,4265815.945693724,2414502.601574252,6634398.908769841,-5017.21286618594,-1794.601347256993,3879.3035422183048
52540.0,4215493.2655068785,2396471.2504029996,6672955.964625942,-5047.263607652287,-1811.6475168055174,3832.062210744238
52550.0,4164871.867262519,2378270.0800370136,6711039.248531895,-5076.956233720427,-1828.565047107222,3784.549544294289
52560.0,4113955.3394296044,2359900.38104014,6748646.058903588,-5106.2892818040345,-1845.3531040393277,3736.7678962424466
52570.0,4062747.285090935,2341363.4523130073,6785773.717698376,-5135.261291696316,-1862.0108543542542,3688.7196215467084
52580.0,4011251.3219200987,2322660.601084693,6822419.5704320725,-5163.870805422012,-1878.53746559593,3640.4070769795044
52590.0,3959471.0821598815,2303793.14290522,6858580.986198261,-5192.116367093363,-1894.9321060175675,3591.8326213610962
52600.0,3907410.212602093,2284762.401638871,6894255.35768995,-5219.996522770191,-1911.1939445008543,3542.9986157959834
52610.0,3855072.374568776,2265569.709458301,6929440.101223608,-5247.509820323537,-1927.3221504765236,3493.9074239125057
52620.0,3802461.2438947614,2246216.4068394373,6964132.656765618,-5274.654809303569,-1943.3158938462627,3444.561412105185
52630.0,3749580.510911516,2226703.842557156,6998330.487961161,-5301.430040811293,-1959.1743449062283,3394.9629497802553
52640.0,3696433.8804322626,2207033.373681713,7032031.08216557,-5327.834067374309,-1974.8966742717887,3345.1144096039798
52650.0,3643025.0717383195,2187206.3655759217,7065231.95047819,-5353.865442826415,-1990.4820528039354,3295.0181677542732
52660.0,3589357.8185666203,2167224.1918930598,7097930.627778759,-5379.522722191452,-2005.9296515369238,3244.676604174796
52670.0,3535435.8690983807,2147088.234575491,7130124.672766355,-5404.804461570954,-2021.2386416075221,3194.09210283236
52680.0,3481262.9859488634,2126799.8838539887,7161811.668000918,-5429.7092180361715,-2036.4081941856662,3143.267051976861
52690.0,3426842.9461582075,2106360.5382477446,7192989.2199474,-5454.235549523794,-2051.437480406668,3092.2038444045343
52700.0,3372179.5411832742,2085771.6045650467,7223654.959022553,-5478.382014736036,-2066.3256713048,3040.904877723848
52710.0,3317276.5768904774,2065034.4979046169,7253806.539644394,-5502.147173044841,-2081.071937748539,2989.372554624214
52720.0,3262137.873549546,2044150.6416575848,7283441.64028437,-5525.529584400188,-2095.6754503772945,2937.6092831476863
52730.0,3206767.2658281852,2023121.4675100904,7312557.963522252,-5548.527809242605,-2110.1353795395553,2885.6174769634204
52740.0,3151168.6027875915,2001948.4154464942,7341153.2361037955,-5571.140408419853,-2124.4508952327396,2833.399555645098
52750.0,3095345.747878778,1980632.933753183,7369225.20900118,-5593.3659431079695,-2138.621167044488,2780.9579449510015
52760.0,3039302.578939669,1959176.479022955,7396771.657476269,-5615.202974736561,-2152.64536409568,2728.2950771069263
52770.0,2983042.9881929206,1937580.5161599645,7423790.381146709,-5636.650064918354,-2166.5226549848867,2675.413391091983
52780.0,2926570.882244423,1915846.5183852173,7450279.20405491,-5657.7057753830895,-2180.2522077344834,2622.315332927164
52790.0,2869890.1820824426,1893975.967242594,7476235.974739907,-5678.368667916011,-2193.8331897385433,2569.003355966456
52800.0,2813004.823077356,1871970.352605389,7501658.5663121715,-5698.637304300443,-2207.264767712053,2515.4799211911572
52810.0,2755918.7549819387,1849831.1726833456,7526544.876531354,-5718.510246265084,-2220.5461076420597,2461.7474975065547
52820.0,2698635.941932155,1827559.934030174,7550892.827887028,-5737.986055435729,-2233.676374740503,2407.808562041472
52830.0,2641160.362448409,1805158.1515515316,7574700.367682432,-5757.063293291555,-2246.6547333985545,2353.6656004505267
52840.0,2583496.009437213,1782627.3485134512,7597965.4681212455,-5775.740521125892,-2259.480347142739,2299.321107219215
52850.0,2525646.8901932198,1759969.0565511994,7620686.126397442,-5794.016300011805,-2272.1523785929317,2244.7775859714966
52860.0,2467617.026401579,1737184.8156785467,7642860.3647882175,-5811.889190772152,-2284.669989421943,2190.037549780299
52870.0,2409410.45414057,1714276.1742974317,7664486.230750046,-5829.35775395453,-2297.032340316977,2135.103521480482
52880.0,2351031.223884459,1691244.6892080035,7685561.797017872,-5846.420549810919,-2309.2385909428226,2079.9780339846
52890.0,2292483.4005065374,1668091.9256190213,7706085.161707484,-5863.076138282155,-2321.2878999069267,2024.6636306012526
52900.0,2233771.0632822895,1644819.4571585958,7726054.4484210685,-5879.323078987261,-2333.179424726337,1969.1628653561606
52910.0,2174898.3058926454,1621428.8658852496,7745467.806356005,-5895.15993121773,-2344.9123217963784,1913.4783033158087
52920.0,2115869.2364272634,1597921.7422992839,7764323.4104169,-5910.585253936759,-2356.4857463613625,1857.6125209137044
52930.0,2056687.977387794,1574299.6853544272,7782619.461330897,-5925.597605783577,-2367.8988524871384,1801.5681062790918
52940.0,1997358.6656910798,1550564.3024697483,7800354.185766294,-5940.195545082799,-2379.1507930356847,1745.3476595685684
52950.0,1937885.4526722312,1526717.2095418146,7817525.836454479,-5954.37762985895,-2390.2407196415193,1688.9537933000372
52960.0,1878272.5040875343,1502760.0309570765,7834132.692315229,-5968.14241785622,-2401.1677826902273,1632.3891326891933
52970.0,1818524.0001171317,1478694.3996044546,7850173.058585377,-5981.488466563525,-2411.9311312989116,1575.6563159885902
52980.0,1758644.1353674305,1454521.9568881148,7865645.26695089,-5994.4143332447675,-2422.5299132988744,1518.757994829309
52990.0,1698637.1188731764,1430244.3527404028,7880547.675682371,-6006.918574974665,-2432.9632752203383,1461.6968345650475
53000.0,1638507.174099144,1405863.2456349253,7894878.669774012,-6018.999748680006,-2443.2303622789213,1404.4755146184957
53010.0,1578258.5389413878,1381380.3025997512,7908636.661086035,-6030.656411186355,-2453.3303183648864,1347.096728830524
53020.0,1517895.4657279963,1356797.1992307121,7921820.088490623,-6041.887119270499,-2463.262286034059,1289.563185811477
53030.0,1457422.2212192947,1332115.6197047825,7934427.418021383,-6052.690429718455,-2473.025406501214,1231.8776092950961
53040.0,1396843.0866074385,1307337.2567935141,7946457.143026358,-6063.064899389304,-2482.6188196355324,1174.0427384946854
53050.0,1336162.3575153393,1282463.8118765044,7957907.784324619,-6073.009085284871,-2492.0416639585414,1116.0613284616174
53060.0,1275384.3439948643,1257496.9949548738,7968777.89036644,-6082.521544625214,-2501.293076644298,1057.9361504463582
53070.0,1214513.3705242516,1232438.5246647312,7979066.037397108,-6091.600834930218,-2510.372193521674,999.6699922615195
53080.0,1153553.7760046793,1207290.1282906022,7988770.829624372,-6100.245514107178,-2519.2781490794855,941.2656586474399
53090.0,1092509.913755927,1182053.5417787954,7997890.899389549,-6108.45414054455,-2528.010076473748,882.7259716397434
53100.0,1031386.15151107,1156730.5097506845,8006424.907342332,-6116.225273211955,-2536.5671075372934,824.053770939214
53110.0,970186.8714101415,1131322.7855158793,8014371.542619297,-6123.557471766439,-2544.9483727922307,765.2519142840024
53120.0,908916.4699927003,1105832.1310852617,8021729.523026147,-6130.449296665178,-2553.153001464727,706.3232778238498
53130.0,847579.3581892385,1080260.3171838613,8028497.595223704,-6136.899309284727,-2561.1801215023193,647.2707564961015
53140.0,786179.9613113648,1054609.1232635418,8034674.534917682,-6142.90607204673,-2569.028859594102,588.097264404315
53150.0,724722.7190406967,1028880.3375154758,8040259.147052242,-6148.468148550431,-2576.698341193245,528.8057351984957
53160.0,663212.0854163943,1003075.7568823777,8045250.266007371,-6153.5841037118535,-2584.187690542681,469.39912245742335
53170.0,601652.5288212674,977197.1870704688,8049646.755800087,-6158.252503909897,-2591.4960307029874,409.88040007287105
53180.0,540048.5319663881,951246.4425611479,8053447.5102895,-6162.471917139367,-2598.622483583543,350.2525626357658
53190.0,478404.5918741362,925225.3466223364,8056651.453385739,-6166.240913171134,-2605.5661699762936,290.51862582411195
53200.0,416725.21985960915,899135.7313194713,8059257.539262773,-6169.558063719311,-2612.3262095925647,230.68162679263204
53210.0,355014.9415103225,872979.4375261156,8061264.75257513,-6172.4219426158625,-2618.9017211026476,170.74462456423305
53220.0,293278.2966641283,846758.3149341579,8062672.1086785495,-6174.83112599245,-2625.2918221785517,110.71070042312309
53230.0,231519.83938527745,820474.2220635694,8063478.653854557,-6176.784192469835,-2631.495629539591,50.58295830932397
