Solar Longitude (deg): 60
Number radii: 600
Number longitude: 400
Evaluated Points: 240000
Method,Operation,Time_seconds
Polynomial,Dataset_Creation,0.00141742
Polynomial,Wind_Computation,2.62787
Stokes,Dataset_Creation,1.04822
Stokes,Wind_Computation,0.0945755
