0                 671100000         0.0089999999999999  0                 0                 0                 0               
450               671100000.000019  0.00900000000002832  0                 0                 0                 0.00938074567355964
900               671100000.000039  0.00900000000005696  0                 0                 0                 0.0187614766211724
1350              671100000.000058  0.00900000000008516  0                 0                 0                 0.0281421781183099
1800              671100000.000077  0.00900000000011358  0                 0                 0                 0.0375228354432629
2250              671100000.000096  0.00900000000014178  0                 0                 0                 0.0469034338786661
2700              671100000.000116  0.00900000000017087  0                 0                 0                 0.0562839587126657
3150              671100000.000134  0.0090000000001984  0                 0                 0                 0.0656643952407842
3600              671100000.000154  0.0090000000002266  0                 0                 0                 0.0750447287669316
4050              671100000.000173  0.00900000000025503  0                 0                 0                 0.0844249446049306
4500              671100000.000192  0.00900000000028323  0                 0                 0                 0.09380502807992
4950              671100000.000211  0.0090000000003112  0                 0                 0                 0.103184964530106
5400              671100000.00023   0.00900000000033929  0                 0                 0                 0.11256473930768
5850              671100000.00025   0.00900000000036805  0                 0                 0                 0.121944337780479
6300              671100000.000269  0.00900000000039547  0                 0                 0                 0.131323745333277
6750              671100000.000288  0.00900000000042389  0                 0                 0                 0.140702947369353
7200              671100000.000307  0.00900000000045142  0                 0                 0                 0.150081929312043
7650              671100000.000326  0.00900000000047974  0                 0                 0                 0.159460676605478
8100              671100000.000345  0.00900000000050671  0                 0                 0                 0.168839174716736
8550              671100000.000364  0.00900000000053514  0                 0                 0                 0.178217409136983
9000              671100000.000384  0.00900000000056356  0                 0                 0                 0.187595365382607
9450              671100000.000403  0.00900000000059109  0                 0                 0                 0.196973028996813
9900              671100000.000422  0.00900000000061896  0                 0                 0                 0.20635038555147
10350             671100000.000442  0.00900000000064682  0                 0                 0                 0.215727420647422
10800             671100000.000461  0.00900000000067447  0                 0                 0                 0.225104119916914
11250             671100000.00048   0.00900000000070234  0                 0                 0                 0.234480469024321
11700             671100000.000499  0.00900000000073009  0                 0                 0                 0.243856453667802
12150             671100000.000518  0.00900000000075751  0                 0                 0                 0.25323205958073
12600             671100000.000538  0.00900000000078527  0                 0                 0                 0.262607272532816
13050             671100000.000557  0.00900000000081225  0                 0                 0                 0.271982078331667
13500             671100000.000576  0.00900000000083923  0                 0                 0                 0.28135646282414
13950             671100000.000595  0.00900000000086676  0                 0                 0                 0.290730411897289
14400             671100000.000615  0.00900000000089496  0                 0                 0                 0.300103911480424
14850             671100000.000634  0.00900000000092238  0                 0                 0                 0.309476947545746
15300             671100000.000654  0.00900000000094969  0                 0                 0                 0.318849506110085
15750             671100000.000673  0.00900000000097656  0                 0                 0                 0.328221573236354
16200             671100000.000692  0.00900000000100354  0                 0                 0                 0.337593135034513
16650             671100000.000711  0.00900000000103018  0                 0                 0                 0.346964177662959
17100             671100000.000731  0.00900000000105727  0                 0                 0                 0.356334687329893
17550             671100000.00075   0.00900000000108381  0                 0                 0                 0.365704650294536
18000             671100000.00077   0.00900000000111068  0                 0                 0                 0.375074052868878
18450             671100000.000788  0.00900000000113699  0                 0                 0                 0.384442881418431
18900             671100000.000808  0.00900000000116341  0                 0                 0                 0.393811122363346
19350             671100000.000827  0.00900000000118939  0                 0                 0                 0.403178762180677
19800             671100000.000847  0.00900000000121559  0                 0                 0                 0.412545787404512
20250             671100000.000866  0.00900000000124179  0                 0                 0                 0.421912184627932
20700             671100000.000886  0.00900000000126766  0                 0                 0                 0.431277940503971
21150             671100000.000905  0.00900000000129297  0                 0                 0                 0.440643041747091
21600             671100000.000924  0.00900000000131884  0                 0                 0                 0.450007475134106
22050             671100000.000944  0.00900000000134427  0                 0                 0                 0.459371227505738
22500             671100000.000963  0.00900000000136925  0                 0                 0                 0.468734285767662
22950             671100000.000982  0.00900000000139445  0                 0                 0                 0.478096636891656
23400             671100000.001001  0.00900000000141898  0                 0                 0                 0.487458267917095
23850             671100000.001019  0.00900000000144319  0                 0                 0                 0.496819165951827
24300             671100000.001039  0.00900000000146806  0                 0                 0                 0.506179318173342
24750             671100000.001058  0.00900000000149292  0                 0                 0                 0.515538711830456
25200             671100000.001077  0.00900000000151779  0                 0                 0                 0.524897334243789
25650             671100000.001095  0.00900000000154078  0                 0                 0                 0.53425517280754
26100             671100000.001114  0.00900000000156598  0                 0                 0                 0.543612214990319
26550             671100000.001134  0.0090000000015904  0                 0                 0                 0.552968448336131
27000             671100000.001153  0.00900000000161394  0                 0                 0                 0.562323860465973
27450             671100000.001172  0.0090000000016377  0                 0                 0                 0.571678439078578
27900             671100000.001191  0.00900000000166135  0                 0                 0                 0.581032171951779
28350             671100000.00121   0.00900000000168488  0                 0                 0                 0.590385046943443
28800             671100000.001229  0.00900000000170853  0                 0                 0                 0.599737051992507
29250             671100000.001248  0.00900000000173184  0                 0                 0                 0.609088175120433
29700             671100000.001268  0.00900000000175494  0                 0                 0                 0.618438404431907
30150             671100000.001286  0.00900000000177748  0                 0                 0                 0.627787728116088
30600             671100000.001305  0.00900000000180035  0                 0                 0                 0.637136134447518
31050             671100000.001325  0.00900000000182333  0                 0                 0                 0.646483611787341
31500             671100000.001343  0.00900000000184475  0                 0                 0                 0.655830148584229
31950             671100000.001362  0.00900000000186718  0                 0                 0                 0.6651757333756 
32400             671100000.001381  0.00900000000189005  0                 0                 0                 0.674520354788161
32850             671100000.001401  0.00900000000191226  0                 0                 0                 0.683864001539469
33300             671100000.00142   0.00900000000193368  0                 0                 0                 0.693206662438686
33750             671100000.001439  0.00900000000195633  0                 0                 0                 0.702548326387385
34200             671100000.001458  0.00900000000197776  0                 0                 0                 0.711888982380901
34650             671100000.001477  0.00900000000199908  0                 0                 0                 0.721228619508939
35100             671100000.001496  0.0090000000020195  0                 0                 0                 0.730567226956691
35550             671100000.001514  0.00900000000203949  0                 0                 0                 0.739904794005935
36000             671100000.001533  0.00900000000205992  0                 0                 0                 0.749241310035434
36450             671100000.001552  0.00900000000208079  0                 0                 0                 0.758576764522449
36900             671100000.00157   0.00900000000209999  0                 0                 0                 0.767911147043229
37350             671100000.00159   0.00900000000211998  0                 0                 0                 0.777244447274268
37800             671100000.001608  0.00900000000213907  0                 0                 0                 0.78657665499284
