0               , 29919574138.2   , 129555556370.466, 0               , -25794.3385073435, 5956.94731231324, 0               
1000            , 29893778955.389 , 129561509660.76 , 0               , -25796.0268718662, 5949.63322135347, 0               
2000            , 29867982084.9417, 129567455636.796, 0               , -25797.7137801863, 5942.31879414158, 0               
3000            , 29842183528.3141, 129573394298.237, 0               , -25799.3992322936, 5935.00403072149, 0               
4000            , 29816383286.9625, 129579325644.746, 0               , -25801.0832281774, 5927.6889311371 , 0               
5000            , 29790581362.3431, 129585249675.987, 0               , -25802.7657678273, 5920.37349543227, 0               
6000            , 29764777755.9123, 129591166391.624, 0               , -25804.4468512323, 5913.05772365085, 0               
7000            , 29738972469.1261, 129597075791.322, 0               , -25806.1264783817, 5905.74161583663, 0               
8000            , 29713165503.4409, 129602977874.744, 0               , -25807.8046492642, 5898.42517203339, 0               
9000            , 29687356860.313 , 129608872641.554, 0               , -25809.4813638688, 5891.10839228487, 0               
10000           , 29661546541.1986, 129614760091.417, 0               , -25811.1566221841, 5883.79127663478, 0               
11000           , 29635734547.5541, 129620640223.996, 0               , -25812.8304241986, 5876.47382512678, 0               
12000           , 29609920880.8356, 129626513038.955, 0               , -25814.5027699008, 5869.15603780454, 0               
13000           , 29584105542.4997, 129632378535.959, 0               , -25816.1736592788, 5861.83791471167, 0               
14000           , 29558288534.0025, 129638236714.673, 0               , -25817.8430923209, 5854.51945589174, 0               
15000           , 29532469856.8005, 129644087574.759, 0               , -25819.5110690149, 5847.20066138831, 0               
16000           , 29506649512.35  , 129649931115.883, 0               , -25821.1775893487, 5839.88153124491, 0               
17000           , 29480827502.1073, 129655767337.71 , 0               , -25822.84265331 , 5832.56206550501, 0               
18000           , 29455003827.5288, 129661596239.903, 0               , -25824.5062608864, 5825.24226421208, 0               
19000           , 29429178490.0709, 129667417822.126, 0               , -25826.1684120652, 5817.92212740955, 0               
20000           , 29403351491.1901, 129673232084.046, 0               , -25827.8291068339, 5810.60165514082, 0               
21000           , 29377522832.3428, 129679039025.325, 0               , -25829.4883451795, 5803.28084744924, 0               
22000           , 29351692514.9853, 129684838645.629, 0               , -25831.1461270891, 5795.95970437815, 0               
23000           , 29325860540.5741, 129690630944.622, 0               , -25832.8024525494, 5788.63822597087, 0               
24000           , 29300026910.5656, 129696415921.969, 0               , -25834.4573215473, 5781.31641227065, 0               
25000           , 29274191626.4165, 129702193577.335, 0               , -25836.1107340693, 5773.99426332075, 0               
26000           , 29248354689.583 , 129707963910.384, 0               , -25837.7626901019, 5766.67177916437, 0               
27000           , 29222516101.5218, 129713726920.781, 0               , -25839.4131896315, 5759.3489598447 , 0               
28000           , 29196675863.6892, 129719482608.192, 0               , -25841.0622326441, 5752.02580540488, 0               
29000           , 29170833977.542 , 129725230972.28 , 0               , -25842.7098191258, 5744.70231588804, 0               
30000           , 29144990444.5365, 129730972012.712, 0               , -25844.3559490625, 5737.37849133727, 0               
31000           , 29119145266.1294, 129736705729.151, 0               , -25846.0006224401, 5730.05433179562, 0               
32000           , 29093298443.7772, 129742432121.264, 0               , -25847.643839244, 5722.72983730612, 0               
33000           , 29067449978.9364, 129748151188.714, 0               , -25849.2855994599, 5715.40500791177, 0               
34000           , 29041599873.0638, 129753862931.168, 0               , -25850.925903073, 5708.07984365554, 0               
35000           , 29015748127.6158, 129759567348.29 , 0               , -25852.5647500686, 5700.75434458037, 0               
36000           , 28989894744.0492, 129765264439.746, 0               , -25854.2021404317, 5693.42851072916, 0               
37000           , 28964039723.8205, 129770954205.2  , 0               , -25855.8380741472, 5686.10234214479, 0               
38000           , 28938183068.3864, 129776636644.318, 0               , -25857.4725512  , 5678.7758388701 , 0               
39000           , 28912324779.2037, 129782311756.766, 0               , -25859.1055715747, 5671.44900094793, 0               
40000           , 28886464857.7289, 129787979542.209, 0               , -25860.7371352558, 5664.12182842104, 0               
41000           , 28860603305.4187, 129793640000.311, 0               , -25862.3672422277, 5656.79432133221, 0               
42000           , 28834740123.73  , 129799293130.74 , 0               , -25863.9958924747, 5649.46647972415, 0               
43000           , 28808875314.1193, 129804938933.159, 0               , -25865.6230859807, 5642.13830363956, 0               
44000           , 28783008878.0436, 129810577407.236, 0               , -25867.2488227299, 5634.80979312112, 0               
45000           , 28757140816.9595, 129816208552.634, 0               , -25868.873102706, 5627.48094821146, 0               
46000           , 28731271132.3238, 129821832369.021, 0               , -25870.4959258927, 5620.15176895318, 0               
47000           , 28705399825.5933, 129827448856.061, 0               , -25872.1172922736, 5612.82225538887, 0               
48000           , 28679526898.2248, 129833058013.42 , 0               , -25873.737201832, 5605.49240756107, 0               
49000           , 28653652351.6752, 129838659840.764, 0               , -25875.3556545512, 5598.16222551231, 0               
50000           , 28627776187.4014, 129844254337.76 , 0               , -25876.9726504144, 5590.83170928507, 0               
51000           , 28601898406.86  , 129849841504.072, 0               , -25878.5881894045, 5583.50085892182, 0               
52000           , 28576019011.5082, 129855421339.366, 0               , -25880.2022715044, 5576.16967446499, 0               
53000           , 28550138002.8027, 129860993843.309, 0               , -25881.8148966969, 5568.83815595697, 0               
54000           , 28524255382.2004, 129866559015.567, 0               , -25883.4260649644, 5561.50630344014, 0               
55000           , 28498371151.1584, 129872116855.805, 0               , -25885.0357762894, 5554.17411695684, 0               
56000           , 28472485311.1335, 129877667363.689, 0               , -25886.6440306542, 5546.84159654939, 0               
57000           , 28446597863.5827, 129883210538.887, 0               , -25888.2508280411, 5539.50874226007, 0               
58000           , 28420708809.9631, 129888746381.063, 0               , -25889.8561684319, 5532.17555413114, 0               
59000           , 28394818151.7315, 129894274889.884, 0               , -25891.4600518085, 5524.84203220483, 0               
60000           , 28368925890.3451, 129899796065.016, 0               , -25893.0624781528, 5517.50817652332, 0               
61000           , 28343032027.2609, 129905309906.125, 0               , -25894.6634474463, 5510.1739871288 , 0               
62000           , 28317136563.9359, 129910816412.879, 0               , -25896.2629596705, 5502.8394640634 , 0               
63000           , 28291239501.8273, 129916315584.942, 0               , -25897.8610148066, 5495.50460736922, 0               
64000           , 28265340842.392 , 129921807421.982, 0               , -25899.457612836, 5488.16941708837, 0               
65000           , 28239440587.0873, 129927291923.665, 0               , -25901.0527537395, 5480.83389326287, 0               
66000           , 28213538737.3703, 129932769089.658, 0               , -25902.6464374983, 5473.49803593477, 0               
67000           , 28187635294.698 , 129938238919.626, 0               , -25904.2386640929, 5466.16184514606, 0               
68000           , 28161730260.5278, 129943701413.237, 0               , -25905.8294335041, 5458.82532093871, 0               
69000           , 28135823636.3168, 129949156570.157, 0               , -25907.4187457123, 5451.48846335464, 0               
70000           , 28109915423.5221, 129954604390.052, 0               , -25909.0066006978, 5444.15127243579, 0               
71000           , 28084005623.6011, 129960044872.59 , 0               , -25910.592998441, 5436.81374822402, 0               
72000           , 28058094238.011 , 129965478017.438, 0               , -25912.1779389219, 5429.47589076118, 0               
73000           , 28032181268.209 , 129970903824.261, 0               , -25913.7614221203, 5422.13770008912, 0               
74000           , 28006266715.6525, 129976322292.727, 0               , -25915.3434480161, 5414.79917624962, 0               
75000           , 27980350581.7988, 129981733422.502, 0               , -25916.924016589, 5407.46031928445, 0               
76000           , 27954432868.1051, 129987137213.254, 0               , -25918.5031278185, 5400.12112923535, 0               
77000           , 27928513576.0289, 129992533664.65 , 0               , -25920.0807816839, 5392.78160614403, 0               
78000           , 27902592707.0276, 129997922776.356, 0               , -25921.6569781645, 5385.44175005219, 0               
79000           , 27876670262.5584, 130003304548.039, 0               , -25923.2317172394, 5378.10156100147, 0               
80000           , 27850746244.0789, 130008678979.367, 0               , -25924.8049988875, 5370.7610390335 , 0               
81000           , 27824820653.0464, 130014046070.006, 0               , -25926.3768230878, 5363.42018418988, 0               
82000           , 27798893490.9185, 130019405819.624, 0               , -25927.9471898187, 5356.0789965122 , 0               
83000           , 27772964759.1526, 130024758227.888, 0               , -25929.516099059, 5348.73747604198, 0               
84000           , 27747034459.2062, 130030103294.465, 0               , -25931.083550787, 5341.39562282075, 0               
85000           , 27721102592.5369, 130035441019.023, 0               , -25932.6495449809, 5334.05343688999, 0               
86000           , 27695169160.6021, 130040771401.228, 0               , -25934.214081619, 5326.71091829117, 0               
87000           , 27669234164.8595, 130046094440.749, 0               , -25935.7771606791, 5319.36806706573, 0               
88000           , 27643297606.7666, 130051410137.251, 0               , -25937.3387821391, 5312.02488325506, 0               
89000           , 27617359487.7811, 130056718490.404, 0               , -25938.8989459768, 5304.68136690054, 0               
90000           , 27591419809.3606, 130062019499.874, 0               , -25940.4576521697, 5297.33751804354, 0               
91000           , 27565478572.9627, 130067313165.33 , 0               , -25942.0149006953, 5289.99333672536, 0               
92000           , 27539535780.0451, 130072599486.437, 0               , -25943.5706915307, 5282.64882298731, 0               
93000           , 27513591432.0655, 130077878462.865, 0               , -25945.1250246533, 5275.30397687065, 0               
94000           , 27487645530.4817, 130083150094.28 , 0               , -25946.6779000399, 5267.95879841663, 0               
95000           , 27461698076.7514, 130088414380.351, 0               , -25948.2293176675, 5260.61328766647, 0               
96000           , 27435749072.3323, 130093671320.745, 0               , -25949.7792775128, 5253.26744466134, 0               
97000           , 27409798518.6823, 130098920915.129, 0               , -25951.3277795524, 5245.92126944241, 0               
98000           , 27383846417.2591, 130104163163.173, 0               , -25952.8748237628, 5238.57476205081, 0               
99000           , 27357892769.5207, 130109398064.543, 0               , -25954.4204101202, 5231.22792252765, 0               
100000          , 27331937576.9248, 130114625618.907, 0               , -25955.9645386008, 5223.880750914  , 0               
101000          , 27305980840.9295, 130119845825.934, 0               , -25957.5072091807, 5216.53324725092, 0               
102000          , 27280022562.9925, 130125058685.291, 0               , -25959.0484218358, 5209.18541157943, 0               
103000          , 27254062744.5718, 130130264196.646, 0               , -25960.5881765418, 5201.83724394053, 0               
104000          , 27228101387.1254, 130135462359.668, 0               , -25962.1264732744, 5194.4887443752 , 0               
105000          , 27202138492.1112, 130140653174.025, 0               , -25963.6633120089, 5187.13991292437, 0               
106000          , 27176174060.9874, 130145836639.383, 0               , -25965.1986927209, 5179.79074962897, 0               
107000          , 27150208095.2118, 130151012755.413, 0               , -25966.7326153854, 5172.44125452988, 0               
108000          , 27124240596.2426, 130156181521.782, 0               , -25968.2650799775, 5165.09142766797, 0               
