3


-1.800000e+02	-1.742857e+02	-1.685714e+02	-1.628571e+02	-1.571429e+02	-1.514286e+02	-1.457143e+02	-1.400000e+02	-1.342857e+02	-1.285714e+02	-1.228571e+02	-1.171429e+02	-1.114286e+02	-1.057143e+02	-1.000000e+02	-9.428571e+01	-8.857143e+01	-8.285714e+01	-7.714286e+01	-7.142857e+01	-6.571429e+01	-6.000000e+01	-5.428571e+01	-4.857143e+01	-4.285714e+01	-3.714286e+01	-3.142857e+01	-2.571429e+01	-2.000000e+01	-1.428571e+01	-8.571429e+00	-2.857143e+00	2.857143e+00	8.571429e+00	1.428571e+01	2.000000e+01	2.571429e+01	3.142857e+01	3.714286e+01	4.285714e+01	4.857143e+01	5.428571e+01	6.000000e+01	6.571429e+01	7.142857e+01	7.714286e+01	8.285714e+01	8.857143e+01	9.428571e+01	1.000000e+02	1.057143e+02	1.114286e+02	1.171429e+02	1.228571e+02	1.285714e+02	1.342857e+02	1.400000e+02	1.457143e+02	1.514286e+02	1.571429e+02	1.628571e+02	1.685714e+02	1.742857e+02	1.800000e+02	
-9.000000e+01	-8.617021e+01	-8.234043e+01	-7.851064e+01	-7.468085e+01	-7.085106e+01	-6.702128e+01	-6.319149e+01	-5.936170e+01	-5.553191e+01	-5.170213e+01	-4.787234e+01	-4.404255e+01	-4.021277e+01	-3.638298e+01	-3.255319e+01	-2.872340e+01	-2.489362e+01	-2.106383e+01	-1.723404e+01	-1.340426e+01	-9.574468e+00	-5.744681e+00	-1.914894e+00	1.914894e+00	5.744681e+00	9.574468e+00	1.340426e+01	1.723404e+01	2.106383e+01	2.489362e+01	2.872340e+01	3.255319e+01	3.638298e+01	4.021277e+01	4.404255e+01	4.787234e+01	5.170213e+01	5.553191e+01	5.936170e+01	6.319149e+01	6.702128e+01	7.085106e+01	7.468085e+01	7.851064e+01	8.234043e+01	8.617021e+01	9.000000e+01	
5.000000e+01	5.400000e+01	5.700000e+01	6.100000e+01	6.400000e+01	6.800000e+01	7.100000e+01	7.500000e+01	7.900000e+01	8.200000e+01	8.600000e+01	8.900000e+01	9.300000e+01	9.600000e+01	1.000000e+02	1.030000e+02	1.050000e+02	1.080000e+02	1.110000e+02	1.140000e+02	1.170000e+02	1.200000e+02	1.230000e+02	1.270000e+02	1.300000e+02	1.330000e+02	1.370000e+02	1.410000e+02	1.440000e+02	1.480000e+02	1.520000e+02	1.560000e+02	1.600000e+02	1.640000e+02	1.690000e+02	1.730000e+02	1.780000e+02	1.830000e+02	1.870000e+02	1.920000e+02	1.980000e+02	2.030000e+02	2.080000e+02	2.140000e+02	2.190000e+02	2.250000e+02	2.310000e+02	2.370000e+02	2.440000e+02	2.500000e+02	2.590000e+02	2.680000e+02	2.770000e+02	2.870000e+02	2.970000e+02	3.080000e+02	3.190000e+02	3.300000e+02	3.420000e+02	3.540000e+02	3.660000e+02	3.790000e+02	3.920000e+02	4.060000e+02	4.200000e+02	4.350000e+02	4.510000e+02	4.670000e+02	4.830000e+02	5.000000e+02	5.580000e+02	6.230000e+02	6.950000e+02	7.760000e+02	8.660000e+02	9.670000e+02	1.079000e+03	1.204000e+03	1.344000e+03	1.500000e+03	2.006000e+03	2.682000e+03	3.585000e+03	4.794000e+03	6.409000e+03	8.569000e+03	1.145800e+04	1.531900e+04	2.048300e+04	2.738600e+04	3.661600e+04	4.895700e+04	6.545800e+04	8.752000e+04	1.170170e+05	1.564570e+05	2.091890e+05	2.796930e+05	3.739610e+05	5.000000e+05	


1.662768e+00	1.644490e+00	1.664828e+00	1.697172e+00	1.744041e+00	1.808919e+00	1.887967e+00	1.989522e+00	2.098418e+00	2.228733e+00	2.363085e+00	2.506247e+00	2.627360e+00	2.729818e+00	2.809115e+00	2.879107e+00	2.915472e+00	2.934375e+00	2.942633e+00	2.944410e+00	2.927637e+00	2.941425e+00	2.943507e+00	2.940073e+00	2.940867e+00	2.945860e+00	2.949578e+00	2.956378e+00	2.955678e+00	2.952967e+00	2.944380e+00	2.923687e+00	2.885325e+00	2.823900e+00	2.731010e+00	2.598752e+00	2.431685e+00	2.237738e+00	2.021730e+00	1.792498e+00	1.570835e+00	1.375831e+00	1.213930e+00	1.083154e+00	9.824210e-01	9.135562e-01	8.736048e-01	8.777358e-01	
1.662768e+00	1.647342e+00	1.669985e+00	1.704571e+00	1.752401e+00	1.816740e+00	1.903810e+00	2.002110e+00	2.119740e+00	2.240353e+00	2.388978e+00	2.526652e+00	2.644910e+00	2.759392e+00	2.853763e+00	2.914920e+00	2.968615e+00	2.964880e+00	2.979490e+00	2.982005e+00	2.961902e+00	2.961580e+00	2.966160e+00	2.962665e+00	2.966395e+00	2.968355e+00	2.973472e+00	2.977278e+00	2.976773e+00	2.971745e+00	2.967912e+00	2.948160e+00	2.912432e+00	2.853788e+00	2.761732e+00	2.631295e+00	2.462410e+00	2.266605e+00	2.050610e+00	1.818690e+00	1.595002e+00	1.395703e+00	1.230681e+00	1.096992e+00	9.924800e-01	9.198745e-01	8.767205e-01	8.777088e-01	
1.662768e+00	1.649853e+00	1.675546e+00	1.712099e+00	1.762516e+00	1.825378e+00	1.910984e+00	2.013357e+00	2.130508e+00	2.260593e+00	2.411157e+00	2.532513e+00	2.670967e+00	2.797862e+00	2.886070e+00	2.979190e+00	3.018928e+00	3.018545e+00	3.017048e+00	3.011283e+00	3.001857e+00	3.001277e+00	2.978458e+00	2.977337e+00	2.981383e+00	2.983345e+00	2.988372e+00	2.992567e+00	2.995103e+00	2.995745e+00	2.987228e+00	2.970332e+00	2.937158e+00	2.880517e+00	2.792865e+00	2.666113e+00	2.498365e+00	2.299275e+00	2.082317e+00	1.848707e+00	1.620582e+00	1.417132e+00	1.248619e+00	1.110614e+00	1.002694e+00	9.262910e-01	8.792275e-01	8.777242e-01	
1.662775e+00	1.653501e+00	1.680614e+00	1.719633e+00	1.770769e+00	1.836087e+00	1.920758e+00	2.023367e+00	2.150487e+00	2.277267e+00	2.423170e+00	2.569880e+00	2.714342e+00	2.834015e+00	2.956792e+00	3.021362e+00	3.051567e+00	3.061340e+00	3.046780e+00	3.041475e+00	3.029772e+00	3.029415e+00	3.000715e+00	3.004723e+00	2.995220e+00	2.999108e+00	3.001700e+00	3.006110e+00	3.009640e+00	3.009292e+00	3.003850e+00	2.987542e+00	2.956568e+00	2.902818e+00	2.819130e+00	2.697615e+00	2.534013e+00	2.334677e+00	2.114555e+00	1.879205e+00	1.647675e+00	1.439687e+00	1.266113e+00	1.124217e+00	1.012637e+00	9.324035e-01	8.829227e-01	8.777170e-01	
1.662768e+00	1.656885e+00	1.685692e+00	1.726973e+00	1.777502e+00	1.849790e+00	1.933226e+00	2.039204e+00	2.166080e+00	2.303725e+00	2.456627e+00	2.619757e+00	2.778795e+00	2.867133e+00	2.998815e+00	3.059888e+00	3.100795e+00	3.094622e+00	3.090787e+00	3.079042e+00	3.077562e+00	3.041358e+00	3.040965e+00	3.055042e+00	3.021382e+00	3.025057e+00	3.017908e+00	3.019062e+00	3.022225e+00	3.023112e+00	3.017993e+00	3.002520e+00	2.971790e+00	2.919748e+00	2.839253e+00	2.721825e+00	2.563470e+00	2.367195e+00	2.145960e+00	1.908450e+00	1.674323e+00	1.461993e+00	1.283453e+00	1.137053e+00	1.022037e+00	9.383010e-01	8.857687e-01	8.777443e-01	
1.662773e+00	1.659913e+00	1.690774e+00	1.734351e+00	1.789941e+00	1.870016e+00	1.950712e+00	2.055095e+00	2.193510e+00	2.318195e+00	2.485003e+00	2.658550e+00	2.814278e+00	2.941562e+00	3.032040e+00	3.090940e+00	3.124887e+00	3.129460e+00	3.120622e+00	3.109068e+00	3.087525e+00	3.065330e+00	3.048198e+00	3.031988e+00	3.033282e+00	3.029235e+00	3.031053e+00	3.032482e+00	3.033215e+00	3.033457e+00	3.029193e+00	3.014980e+00	2.984633e+00	2.932525e+00	2.852918e+00	2.737623e+00	2.584108e+00	2.393015e+00	2.172613e+00	1.934130e+00	1.697755e+00	1.482003e+00	1.299231e+00	1.149853e+00	1.031085e+00	9.439030e-01	8.889917e-01	8.777250e-01	
